file,voice_ratio
ch1_2902-9006-0018.gzip,0.434348464012146
ch1_5694-64029-0003.gzip,0.6425702571868896
ch1_2428-83705-0024.gzip,0.6136363744735718
ch1_3170-137482-0002.gzip,0.6815235018730164
ch1_6313-76958-0005.gzip,0.5041322112083435
ch1_2035-147961-0018.gzip,0.6017192006111145
ch1_5895-34622-0020.gzip,0.4285714328289032
ch1_3853-163249-0022.gzip,0.8192090392112732
ch1_3576-138058-0015.gzip,0.6829268336296082
ch1_777-126732-0053.gzip,0.2989690601825714
ch1_2412-153947-0005.gzip,0.33138173818588257
ch1_6295-64301-0001.gzip,0.5186440944671631
ch1_777-126732-0068.gzip,0.3604651093482971
ch1_174-50561-0019.gzip,0.11278195679187775
ch1_2035-147961-0003.gzip,0.4285714328289032
ch1_777-126732-0057.gzip,0.24963504076004028
ch1_251-137823-0015.gzip,0.699386477470398
ch1_1462-170142-0016.gzip,0.7197943329811096
ch1_2277-149874-0018.gzip,0.6325878500938416
ch1_777-126732-0048.gzip,0.3887399435043335
ch1_6241-66616-0010.gzip,0.7308347821235657
ch1_3170-137482-0039.gzip,0.6233254671096802
ch1_6345-93306-0021.gzip,0.6016949415206909
ch1_422-122949-0009.gzip,0.7588698863983154
ch1_5338-24615-0013.gzip,0.6455445289611816
ch1_777-126732-0038.gzip,0.2227979302406311
ch1_3000-15664-0032.gzip,0.7151248455047607
ch1_8297-275154-0014.gzip,0.6283186078071594
ch1_7850-73752-0003.gzip,0.618573784828186
ch1_2428-83699-0024.gzip,0.4528301954269409
ch1_5536-43359-0015.gzip,0.6712802648544312
ch1_652-130726-0014.gzip,0.69486403465271
ch1_5694-64029-0030.gzip,0.5165876746177673
ch1_2428-83705-0020.gzip,0.5565217137336731
ch1_6241-61946-0004.gzip,0.6424418687820435
ch1_6241-61946-0000.gzip,0.611825168132782
ch1_6241-61943-0015.gzip,0.522580623626709
ch1_3170-137482-0014.gzip,0.5890411138534546
ch1_8842-302203-0009.gzip,0.4794701933860779
ch1_5694-64029-0002.gzip,0.5030303001403809
ch1_2277-149897-0005.gzip,0.5670391321182251
ch1_7850-111771-0009.gzip,0.507722020149231
ch1_3752-4944-0052.gzip,0.7111111283302307
ch1_84-121123-0009.gzip,0.4642857015132904
ch1_3000-15664-0046.gzip,0.589820384979248
ch1_1462-170142-0035.gzip,0.6385542154312134
ch1_6295-244435-0014.gzip,0.8333333134651184
ch1_5536-43359-0007.gzip,0.7027027010917664
ch1_777-126732-0077.gzip,0.3799999952316284
ch1_174-168635-0004.gzip,0.4849624037742615
ch1_2412-153954-0002.gzip,0.5889328122138977
ch1_6345-93302-0003.gzip,0.6000000238418579
ch1_6313-66129-0010.gzip,0.6098484992980957
ch1_1919-142785-0047.gzip,0.7110507488250732
ch1_6295-64301-0007.gzip,0.5072992444038391
ch1_1673-143396-0019.gzip,0.708376407623291
ch1_1272-141231-0006.gzip,0.6883116960525513
ch1_251-137823-0007.gzip,0.6244344115257263
ch1_2428-83705-0018.gzip,0.6185286045074463
ch1_2902-9006-0010.gzip,0.4076923131942749
ch1_2277-149897-0012.gzip,0.6373056769371033
ch1_2078-142845-0026.gzip,0.48051947355270386
ch1_5338-284437-0005.gzip,0.45538461208343506
ch1_2086-149220-0024.gzip,0.48945146799087524
ch1_1919-142785-0050.gzip,0.562841534614563
ch1_2412-153954-0004.gzip,0.5169230699539185
ch1_6313-66129-0000.gzip,0.2857142984867096
ch1_1988-24833-0014.gzip,0.34810125827789307
ch1_1272-141231-0020.gzip,0.5055761933326721
ch1_7976-110124-0010.gzip,0.5447942018508911
ch1_6345-93302-0012.gzip,0.6189188957214355
ch1_8297-275154-0015.gzip,0.5572139024734497
ch1_2412-153954-0019.gzip,0.49464666843414307
ch1_84-121550-0013.gzip,0.6767169237136841
ch1_7976-110523-0013.gzip,0.6219931244850159
ch1_3536-23268-0022.gzip,0.5418848395347595
ch1_2035-147961-0023.gzip,0.6951673030853271
ch1_2428-83699-0005.gzip,0.5387324094772339
ch1_2086-149220-0013.gzip,0.49089252948760986
ch1_777-126732-0076.gzip,0.29323309659957886
ch1_652-130726-0013.gzip,0.759759783744812
ch1_3853-163249-0033.gzip,0.7231404781341553
ch1_777-126732-0061.gzip,0.13684210181236267
ch1_2035-152373-0001.gzip,0.5533141493797302
ch1_174-50561-0016.gzip,0.15952381491661072
ch1_1993-147964-0004.gzip,0.6929824352264404
ch1_2412-153948-0002.gzip,0.4396551847457886
ch1_6319-275224-0007.gzip,0.49418604373931885
ch1_6313-66125-0013.gzip,0.46875
ch1_8297-275154-0026.gzip,0.5442622900009155
ch1_1919-142785-0001.gzip,0.699999988079071
ch1_5536-43363-0007.gzip,0.7055016160011292
ch1_1272-135031-0006.gzip,0.6313725709915161
ch1_5694-64038-0012.gzip,0.6285714507102966
ch1_84-121550-0009.gzip,0.7230483293533325
ch1_5895-34615-0021.gzip,0.49275362491607666
ch1_251-137823-0016.gzip,0.716312050819397
ch1_1988-148538-0014.gzip,0.40573152899742126
ch1_3536-8226-0012.gzip,0.4406779706478119
ch1_3170-137482-0009.gzip,0.7079831957817078
ch1_5694-64025-0013.gzip,0.4719626307487488
ch1_1919-142785-0062.gzip,0.5348837375640869
ch1_84-121550-0003.gzip,0.7485265135765076
ch1_2412-153948-0011.gzip,0.467980295419693
ch1_2428-83705-0021.gzip,0.5123966932296753
ch1_2412-153947-0010.gzip,0.4171322286128998
ch1_3752-4944-0014.gzip,0.5972222089767456
ch1_1673-143396-0000.gzip,0.6630316376686096
ch1_3170-137482-0018.gzip,0.5423728823661804
ch1_2086-149214-0002.gzip,0.633843183517456
ch1_5338-284437-0019.gzip,0.7371134161949158
ch1_2035-147961-0021.gzip,0.5970588326454163
ch1_7976-110124-0023.gzip,0.663551390171051
ch1_3576-138058-0035.gzip,0.7752895951271057
ch1_2277-149874-0003.gzip,0.6652806401252747
ch1_1919-142785-0027.gzip,0.6890756487846375
ch1_3752-4944-0021.gzip,0.700440526008606
ch1_6345-93306-0001.gzip,0.6157253384590149
ch1_1272-128104-0013.gzip,0.5575620532035828
ch1_174-50561-0014.gzip,0.1339285671710968
ch1_5895-34615-0016.gzip,0.4034896492958069
ch1_251-118436-0022.gzip,0.685512363910675
ch1_7976-105575-0005.gzip,0.6541786789894104
ch1_2803-154328-0001.gzip,0.4184100329875946
ch1_1462-170145-0013.gzip,0.5083612203598022
ch1_5895-34629-0032.gzip,0.4399999976158142
ch1_3576-138058-0026.gzip,0.712598443031311
ch1_1272-135031-0010.gzip,0.7348754405975342
ch1_7976-105575-0003.gzip,0.5689354538917542
ch1_3576-138058-0040.gzip,0.6411483287811279
ch1_6313-66129-0014.gzip,0.4350282549858093
ch1_2086-149220-0038.gzip,0.40221402049064636
ch1_7850-286674-0012.gzip,0.21912351250648499
ch1_2035-147960-0010.gzip,0.5843071937561035
ch1_3536-23268-0017.gzip,0.6606974601745605
ch1_3536-23268-0020.gzip,0.613104522228241
ch1_5895-34629-0022.gzip,0.42440319061279297
ch1_8297-275155-0010.gzip,0.5721649527549744
ch1_6295-64301-0002.gzip,0.6252983212471008
ch1_3752-4944-0044.gzip,0.5510203838348389
ch1_8297-275154-0007.gzip,0.6499999761581421
ch1_777-126732-0037.gzip,0.2300885021686554
ch1_6313-66125-0005.gzip,0.6262975931167603
ch1_1988-24833-0017.gzip,0.32722511887550354
ch1_6313-66125-0002.gzip,0.296875
ch1_2035-147961-0027.gzip,0.21229049563407898
ch1_2412-153954-0013.gzip,0.35245901346206665
ch1_1919-142785-0035.gzip,0.6311110854148865
ch1_5694-64025-0010.gzip,0.6972612738609314
ch1_7850-111771-0006.gzip,0.5648535490036011
ch1_5694-64029-0010.gzip,0.6958333253860474
ch1_5694-64038-0001.gzip,0.429824560880661
ch1_3000-15664-0009.gzip,0.5602409839630127
ch1_84-121550-0000.gzip,0.7153699994087219
ch1_2428-83699-0014.gzip,0.4420289993286133
ch1_3536-23268-0003.gzip,0.6733466982841492
ch1_777-126732-0058.gzip,0.3190183937549591
ch1_3853-163249-0004.gzip,0.8876712322235107
ch1_2078-142845-0009.gzip,0.5327102541923523
ch1_1673-143397-0016.gzip,0.672251284122467
ch1_2803-161169-0013.gzip,0.37552157044410706
ch1_5694-64038-0021.gzip,0.49038460850715637
ch1_6345-64257-0002.gzip,0.6969696879386902
ch1_174-50561-0017.gzip,0.1875
ch1_3536-8226-0004.gzip,0.3512035012245178
ch1_3000-15664-0030.gzip,0.32460734248161316
ch1_1988-24833-0004.gzip,0.5072886347770691
ch1_6313-66129-0035.gzip,0.5572519302368164
ch1_174-84280-0000.gzip,0.46979865431785583
ch1_1272-128104-0000.gzip,0.7315068244934082
ch1_1462-170142-0015.gzip,0.6542553305625916
ch1_7976-110124-0015.gzip,0.688622772693634
ch1_5338-284437-0018.gzip,0.7786720395088196
ch1_6295-244435-0000.gzip,0.47422680258750916
ch1_5895-34615-0010.gzip,0.5278350710868835
ch1_1919-142785-0020.gzip,0.6586620807647705
ch1_3170-137482-0013.gzip,0.4545454680919647
ch1_1272-135031-0005.gzip,0.8304498195648193
ch1_2035-152373-0016.gzip,0.5352798104286194
ch1_1919-142785-0044.gzip,0.6083333492279053
ch1_3000-15664-0031.gzip,0.725239634513855
ch1_777-126732-0014.gzip,0.4881209433078766
ch1_7850-111771-0002.gzip,0.5857418179512024
ch1_2803-154320-0004.gzip,0.47200000286102295
ch1_2086-149214-0001.gzip,0.5218390822410583
ch1_6319-275224-0018.gzip,0.6161137223243713
ch1_6313-66129-0033.gzip,0.4416961073875427
ch1_2277-149897-0022.gzip,0.6719745397567749
ch1_777-126732-0030.gzip,0.29950493574142456
ch1_777-126732-0028.gzip,0.17293232679367065
ch1_3576-138058-0013.gzip,0.7176870703697205
ch1_3000-15664-0008.gzip,0.6461158990859985
ch1_1272-128104-0003.gzip,0.6148867607116699
ch1_84-121550-0021.gzip,0.7224264740943909
ch1_5694-64029-0032.gzip,0.6307692527770996
ch1_6313-76958-0026.gzip,0.39855071902275085
ch1_3752-4943-0011.gzip,0.5793103575706482
ch1_1988-24833-0012.gzip,0.5859031081199646
ch1_5536-43358-0005.gzip,0.6143344640731812
ch1_8842-302203-0011.gzip,0.38902148604393005
ch1_777-126732-0033.gzip,0.17105263471603394
ch1_5536-43363-0006.gzip,0.7409879565238953
ch1_2803-154320-0014.gzip,0.4939393997192383
ch1_7850-281318-0006.gzip,0.5350318551063538
ch1_2277-149897-0035.gzip,0.46046510338783264
ch1_2277-149874-0012.gzip,0.4984227120876312
ch1_2078-142845-0013.gzip,0.6878048777580261
ch1_1673-143396-0005.gzip,0.7762619256973267
ch1_2086-149214-0004.gzip,0.5930599570274353
ch1_2035-147961-0017.gzip,0.4880000054836273
ch1_2277-149874-0015.gzip,0.5728813409805298
ch1_84-121550-0030.gzip,0.6876122355461121
ch1_1988-24833-0016.gzip,0.4575163424015045
ch1_2277-149896-0027.gzip,0.5401785969734192
ch1_6295-244435-0020.gzip,0.8362069129943848
ch1_1988-147956-0014.gzip,0.5
ch1_84-121550-0022.gzip,0.7782427072525024
ch1_1272-135031-0007.gzip,0.6798418760299683
ch1_2086-149220-0006.gzip,0.47058823704719543
ch1_1919-142785-0053.gzip,0.6121562719345093
ch1_1272-141231-0002.gzip,0.6986794471740723
ch1_6295-244435-0030.gzip,0.7803468108177185
ch1_84-121550-0032.gzip,0.6563106775283813
ch1_8297-275155-0032.gzip,0.6940993666648865
ch1_2428-83699-0003.gzip,0.5524296760559082
ch1_1919-142785-0019.gzip,0.6959847211837769
ch1_1919-142785-0003.gzip,0.6231454014778137
ch1_251-118436-0000.gzip,0.5396419167518616
ch1_6345-64257-0019.gzip,0.6597510576248169
ch1_6241-61946-0010.gzip,0.6449999809265137
ch1_8297-275155-0021.gzip,0.2545454502105713
ch1_1462-170145-0017.gzip,0.7783251404762268
ch1_2902-9006-0019.gzip,0.36670416593551636
ch1_6313-76958-0007.gzip,0.4458874464035034
ch1_2902-9006-0013.gzip,0.40360361337661743
ch1_5338-284437-0009.gzip,0.5412130355834961
ch1_6345-93306-0025.gzip,0.5284327268600464
ch1_2803-154320-0010.gzip,0.5239999890327454
ch1_2428-83705-0013.gzip,0.47350993752479553
ch1_6295-64301-0015.gzip,0.6329670548439026
ch1_1919-142785-0002.gzip,0.722308874130249
ch1_3853-163249-0048.gzip,0.8504672646522522
ch1_3752-4944-0024.gzip,0.6984127163887024
ch1_1993-147965-0007.gzip,0.52008455991745
ch1_8297-275154-0016.gzip,0.5642458200454712
ch1_652-129742-0011.gzip,0.6617646813392639
ch1_6313-66129-0022.gzip,0.4776119291782379
ch1_84-121123-0004.gzip,0.7299270033836365
ch1_6313-76958-0012.gzip,0.3844282329082489
ch1_174-84280-0004.gzip,0.6250974535942078
ch1_3752-4944-0051.gzip,0.7227272987365723
ch1_7850-286674-0011.gzip,0.3590192496776581
ch1_2428-83699-0010.gzip,0.41237112879753113
ch1_2078-142845-0011.gzip,0.6996466517448425
ch1_1462-170138-0004.gzip,0.6858974099159241
ch1_2035-147961-0030.gzip,0.6041666865348816
ch1_422-122949-0030.gzip,0.7377049326896667
ch1_2035-147961-0012.gzip,0.4661354720592499
ch1_5536-43359-0002.gzip,0.6182873845100403
ch1_5694-64038-0008.gzip,0.40495866537094116
ch1_2035-147961-0034.gzip,0.5714285969734192
ch1_3536-23268-0029.gzip,0.6795699000358582
ch1_1993-147966-0006.gzip,0.7219512462615967
ch1_5694-64025-0018.gzip,0.598802387714386
ch1_1272-141231-0011.gzip,0.6198083162307739
ch1_84-121550-0012.gzip,0.7331022620201111
ch1_174-50561-0018.gzip,0.2651515007019043
ch1_6319-64726-0003.gzip,0.7067137956619263
ch1_1462-170145-0008.gzip,0.3877550959587097
ch1_8297-275155-0022.gzip,0.5861244201660156
ch1_5536-43359-0014.gzip,0.7570422291755676
ch1_1673-143396-0018.gzip,0.7316455841064453
ch1_2803-154320-0008.gzip,0.4910714328289032
ch1_2035-147961-0000.gzip,0.5356004238128662
ch1_5895-34615-0005.gzip,0.4000000059604645
ch1_8297-275155-0013.gzip,0.5432692170143127
ch1_6313-66129-0002.gzip,0.4978165924549103
ch1_422-122949-0024.gzip,0.7039473652839661
ch1_1462-170142-0034.gzip,0.5477706789970398
ch1_8297-275155-0009.gzip,0.8125
ch1_777-126732-0025.gzip,0.1256544440984726
ch1_251-118436-0009.gzip,0.6994633078575134
ch1_5694-64029-0018.gzip,0.4903225898742676
ch1_1919-142785-0013.gzip,0.6693333387374878
ch1_2277-149896-0017.gzip,0.6141479015350342
ch1_5338-24615-0001.gzip,0.6778947114944458
ch1_5895-34622-0003.gzip,0.4889589846134186
ch1_1919-142785-0045.gzip,0.7007874250411987
ch1_174-168635-0017.gzip,0.410526305437088
ch1_251-136532-0006.gzip,0.675000011920929
ch1_3576-138058-0005.gzip,0.7038461565971375
ch1_777-126732-0035.gzip,0.2836676239967346
ch1_2428-83699-0041.gzip,0.565891444683075
ch1_5338-284437-0008.gzip,0.5951557159423828
ch1_2412-153954-0018.gzip,0.45899471640586853
ch1_251-136532-0017.gzip,0.734375
ch1_2277-149897-0029.gzip,0.7358490824699402
ch1_2086-149220-0033.gzip,0.5711206793785095
ch1_5536-43358-0011.gzip,0.6181434392929077
ch1_2277-149897-0027.gzip,0.6301369667053223
ch1_84-121123-0010.gzip,0.737193763256073
ch1_2412-153954-0003.gzip,0.6227898001670837
ch1_2428-83699-0039.gzip,0.5447154641151428
ch1_8297-275156-0002.gzip,0.5887096524238586
ch1_3752-4943-0003.gzip,0.6692307591438293
ch1_3752-4944-0026.gzip,0.7421383857727051
ch1_3853-163249-0030.gzip,0.8782862424850464
ch1_84-121123-0018.gzip,0.6787330508232117
ch1_6319-64726-0016.gzip,0.5942028760910034
ch1_6345-64257-0007.gzip,0.7280219793319702
ch1_2412-153947-0016.gzip,0.5123456716537476
ch1_5536-43363-0010.gzip,0.6864274740219116
ch1_6295-244435-0012.gzip,0.8286713361740112
ch1_3536-8226-0010.gzip,0.47217538952827454
ch1_7976-110124-0018.gzip,0.5813491940498352
ch1_7850-286674-0009.gzip,0.4654788374900818
ch1_652-130726-0005.gzip,0.8389570713043213
ch1_8842-304647-0012.gzip,0.6259258985519409
ch1_5338-24615-0000.gzip,0.6230031847953796
ch1_3536-23268-0005.gzip,0.6168830990791321
ch1_2428-83699-0042.gzip,0.5236907601356506
ch1_3853-163249-0003.gzip,0.75
ch1_6241-61946-0001.gzip,0.60317462682724
ch1_3576-138058-0011.gzip,0.7116477489471436
ch1_5895-34622-0019.gzip,0.5037878751754761
ch1_2428-83705-0025.gzip,0.5203251838684082
ch1_6319-64726-0010.gzip,0.5275080800056458
ch1_5536-43358-0019.gzip,0.6707317233085632
ch1_2086-149220-0020.gzip,0.4754098355770111
ch1_2035-152373-0003.gzip,0.44999998807907104
ch1_2902-9006-0009.gzip,0.427807480096817
ch1_1462-170138-0014.gzip,0.5928338766098022
ch1_777-126732-0031.gzip,0.299565851688385
ch1_6345-93302-0008.gzip,0.4940239191055298
ch1_1919-142785-0042.gzip,0.5684647560119629
ch1_2902-9006-0004.gzip,0.5316455960273743
ch1_5895-34622-0022.gzip,0.4616588354110718
ch1_5694-64038-0002.gzip,0.7846715450286865
ch1_84-121123-0016.gzip,0.6876190304756165
ch1_2902-9006-0000.gzip,0.46822741627693176
ch1_6319-275224-0012.gzip,0.4591439664363861
ch1_5536-43363-0009.gzip,0.7384969592094421
ch1_5694-64025-0019.gzip,0.7202166318893433
ch1_2902-9008-0016.gzip,0.25238096714019775
ch1_8842-302203-0002.gzip,0.6304568648338318
ch1_777-126732-0081.gzip,0.3085106313228607
ch1_8842-302203-0008.gzip,0.4399999976158142
ch1_8297-275155-0012.gzip,0.7527472376823425
ch1_1272-128104-0011.gzip,0.6451271176338196
ch1_5895-34629-0023.gzip,0.5334685444831848
ch1_5338-284437-0028.gzip,0.6258741021156311
ch1_2277-149896-0025.gzip,0.5754716992378235
ch1_6345-93302-0011.gzip,0.646616518497467
ch1_6313-66129-0004.gzip,0.37037035822868347
ch1_2277-149896-0034.gzip,0.5
ch1_2428-83699-0012.gzip,0.5128205418586731
ch1_8842-302201-0012.gzip,0.5066666603088379
ch1_6241-66616-0018.gzip,0.5711159706115723
ch1_6345-93302-0006.gzip,0.5130890011787415
ch1_2086-149220-0036.gzip,0.5431472063064575
ch1_8842-302201-0007.gzip,0.6138613820075989
ch1_2078-142845-0007.gzip,0.6959876418113708
ch1_1272-135031-0001.gzip,0.6776978373527527
ch1_3000-15664-0026.gzip,0.6962025165557861
ch1_5536-43363-0001.gzip,0.6928251385688782
ch1_6313-66129-0026.gzip,0.4931506812572479
ch1_2277-149874-0000.gzip,0.6068111658096313
ch1_3000-15664-0025.gzip,0.5870967507362366
ch1_2086-149220-0000.gzip,0.5880794525146484
ch1_2428-83699-0007.gzip,0.6039325594902039
ch1_5895-34622-0004.gzip,0.41417911648750305
ch1_3752-4943-0007.gzip,0.5977563858032227
ch1_2086-149220-0027.gzip,0.505660355091095
ch1_174-168635-0020.gzip,0.4548611044883728
ch1_6345-93306-0014.gzip,0.4892086386680603
ch1_777-126732-0066.gzip,0.3922652006149292
ch1_2428-83705-0023.gzip,0.5333333611488342
ch1_2902-9008-0012.gzip,0.31220656633377075
ch1_1272-135031-0020.gzip,0.682758629322052
ch1_251-118436-0006.gzip,0.728735625743866
ch1_3752-4943-0029.gzip,0.6736401915550232
ch1_5338-284437-0021.gzip,0.5138592720031738
ch1_3752-4944-0007.gzip,0.6206896305084229
ch1_1919-142785-0011.gzip,0.7917619943618774
ch1_7976-110523-0020.gzip,0.5440900325775146
ch1_7850-73752-0019.gzip,0.5208333134651184
ch1_6313-66125-0019.gzip,0.5358361601829529
ch1_3853-163249-0040.gzip,0.7745097875595093
ch1_3000-15664-0040.gzip,0.6848673820495605
ch1_251-136532-0015.gzip,0.6974790096282959
ch1_1272-141231-0024.gzip,0.6431717872619629
ch1_1993-147964-0010.gzip,0.685603141784668
ch1_2428-83705-0000.gzip,0.5042017102241516
ch1_2078-142845-0033.gzip,0.7327707409858704
ch1_2428-83705-0014.gzip,0.550000011920929
ch1_7976-105575-0009.gzip,0.4801587164402008
ch1_6241-61943-0009.gzip,0.4166666567325592
ch1_1993-147966-0000.gzip,0.70071941614151
ch1_2803-154328-0004.gzip,0.4320457875728607
ch1_6313-66129-0007.gzip,0.48366013169288635
ch1_3536-23268-0030.gzip,0.5954631567001343
ch1_5338-284437-0025.gzip,0.4793388545513153
ch1_7976-110124-0001.gzip,0.5686274766921997
ch1_5694-64029-0014.gzip,0.34873950481414795
ch1_84-121123-0005.gzip,0.7251754999160767
ch1_6319-57405-0002.gzip,0.4987714886665344
ch1_1462-170142-0029.gzip,0.44354838132858276
ch1_6313-66125-0021.gzip,0.4903225898742676
ch1_777-126732-0011.gzip,0.3870967626571655
ch1_251-118436-0013.gzip,0.6634241342544556
ch1_777-126732-0074.gzip,0.3502304255962372
ch1_652-129742-0009.gzip,0.7033218741416931
